index,card_name,recency,frequency,monetary_value,r_quartile,f_quartile,m_quartile,RFM_score,customer_segment
20364,Maria Price,199,9,3130.6100000000006,3,4,3,343,Premium Customer
20372,Maria Shelton,154,13,5261.91,3,4,4,344,Premium Customer
20377,Maria Taylor,277,9,4045.45,3,4,4,344,Premium Customer
20385,Maria Welch,244,13,7235.420000000001,3,4,4,344,Premium Customer
20386,Maria Wheeler,395,10,3646.92,4,4,3,443,Premium Customer
20396,Mariah Dunn,143,10,3315.9300000000003,3,4,3,343,Premium Customer
20408,Mariah Snyder,209,9,3314.13,3,4,3,343,Premium Customer
20409,Mariah Sullivan,193,10,3999.2799999999997,3,4,4,344,Premium Customer
20410,Mariah Tanner,169,8,3634.7,3,3,3,333,Premium Customer
20430,Marie Miller,318,9,4670.29,4,4,4,444,Premium Customer
20433,Marie Owen,229,8,3469.71,3,3,3,333,Premium Customer
20438,Marie Rodriguez,151,9,4339.54,3,4,4,344,Premium Customer
20446,Marilyn Barr,302,8,3970.5699999999997,4,3,4,434,Premium Customer
20456,Marilyn Salinas,293,9,3983.8,4,4,4,444,Premium Customer
20468,Mario Huerta,231,8,3035.96,3,3,3,333,Premium Customer
20474,Mario Reese,293,8,3236.6099999999997,4,3,3,433,Premium Customer
20477,Mario Schmitt II,464,8,4014.4300000000003,4,3,4,434,Premium Customer
20483,Marisa Lambert,364,9,5738.199999999999,4,4,4,444,Premium Customer
20489,Marissa Bond,223,8,4489.85,3,3,4,334,Premium Customer
20501,Marissa Lopez,319,9,2996.38,4,4,3,443,Premium Customer
20516,Mark Barton,341,8,3722.6,4,3,3,433,Premium Customer
20537,Mark Colon DDS,155,8,3245.8199999999997,3,3,3,333,Premium Customer
20538,Mark Conley,424,8,4873.23,4,3,4,434,Premium Customer
20542,Mark Cordova,237,11,4474.89,3,4,4,344,Premium Customer
20558,Mark Fitzgerald,484,8,4744.94,4,3,4,434,Premium Customer
20570,Mark Gill,409,9,5321.93,4,4,4,444,Premium Customer
20572,Mark Golden,147,8,4173.72,3,3,4,334,Premium Customer
20590,Mark Henderson,196,8,5763.24,3,3,4,334,Premium Customer
20597,Mark Holt,274,10,4690.349999999999,3,4,4,344,Premium Customer
20598,Mark Hopkins,171,12,6187.97,3,4,4,344,Premium Customer
20606,Mark Jimenez,275,9,3895.21,3,4,3,343,Premium Customer
20609,Mark Jones,190,8,3781.7300000000005,3,3,3,333,Premium Customer
20624,Mark Lynch,239,9,3029.27,3,4,3,343,Premium Customer
20625,Mark Lynn,143,10,3642.2599999999998,3,4,3,343,Premium Customer
20626,Mark Malone,201,10,4018.9,3,4,4,344,Premium Customer
20639,Mark Mclean,321,10,4281.17,4,4,4,444,Premium Customer
20645,Mark Monroe,332,9,4176.76,4,4,4,444,Premium Customer
20667,Mark Patel,255,9,4449.860000000001,3,4,4,344,Premium Customer
20670,Mark Perez,235,9,4469.79,3,4,4,344,Premium Customer
20683,Mark Rodriguez,178,8,4030.3500000000004,3,3,4,334,Premium Customer
20688,Mark Sandoval,181,8,4922.37,3,3,4,334,Premium Customer
20699,Mark Stewart,205,9,4207.26,3,4,4,344,Premium Customer
20704,Mark Sutton,260,8,5113.82,3,3,4,334,Premium Customer
20705,Mark Tanner,256,8,3110.46,3,3,3,333,Premium Customer
20714,Mark Velasquez,275,8,3445.52,3,3,3,333,Premium Customer
20727,Mark Wolf,170,8,3894.88,3,3,3,333,Premium Customer
20731,Mark Wright,438,10,4685.53,4,4,4,444,Premium Customer
20738,Martha Cooper,406,9,4331.04,4,4,4,444,Premium Customer
20744,Martha Johnson,149,10,5740.360000000001,3,4,4,344,Premium Customer
20762,Martin Boyd,318,9,4166.18,4,4,4,444,Premium Customer
20772,Martin Hawkins,165,8,3262.2599999999998,3,3,3,333,Premium Customer
20783,Martin Rojas,260,8,3910.8,3,3,3,333,Premium Customer
20791,Martin Thompson,221,8,4963.889999999999,3,3,4,334,Premium Customer
20798,Marvin Guzman,225,9,4557.71,3,4,4,344,Premium Customer
20804,Marvin Kaufman,505,8,4244.66,4,3,4,434,Premium Customer
20813,Mary Anderson,209,10,5851.3,3,4,4,344,Premium Customer
20824,Mary Blake,145,10,5309.47,3,4,4,344,Premium Customer
20826,Mary Boyle,166,8,3011.8500000000004,3,3,3,333,Premium Customer
20830,Mary Bryant,201,8,3365.42,3,3,3,333,Premium Customer
20836,Mary Carr,232,12,4366.93,3,4,4,344,Premium Customer
20852,Mary Davis,322,8,3776.8599999999997,4,3,3,433,Premium Customer
20853,Mary Delacruz,308,11,6564.24,4,4,4,444,Premium Customer
20874,Mary Glover,180,9,4067.25,3,4,4,344,Premium Customer
20892,Mary Howard PhD,274,9,3866.11,3,4,3,343,Premium Customer
20908,Mary Lewis,166,9,4419.990000000001,3,4,4,344,Premium Customer
20924,Mary Medina,398,10,3853.9399999999996,4,4,3,443,Premium Customer
20932,Mary Moore,176,8,3435.56,3,3,3,333,Premium Customer
20935,Mary Morris,862,10,3712.2599999999998,4,4,3,443,Premium Customer
20937,Mary Moses,162,8,4821.3,3,3,4,334,Premium Customer
20940,Mary Nash,145,9,4527.91,3,4,4,344,Premium Customer
20948,Mary Patel,260,9,5250.24,3,4,4,344,Premium Customer
20952,Mary Pollard,314,11,5465.18,4,4,4,444,Premium Customer
20955,Mary Reed,231,9,5214.410000000001,3,4,4,344,Premium Customer
20963,Mary Russell,473,8,3899.62,4,3,3,433,Premium Customer
20965,Mary Sanchez,163,12,6862.3,3,4,4,344,Premium Customer
20977,Mary Thomas,204,11,5383.0,3,4,4,344,Premium Customer
20984,Mary Vaughan,206,10,3467.1000000000004,3,4,3,343,Premium Customer
20987,Mary Warner,166,9,3533.42,3,4,3,343,Premium Customer
20990,Mary Webb,147,8,4136.12,3,3,4,334,Premium Customer
21009,Mason Smith,579,10,4562.34,4,4,4,444,Premium Customer
21025,Mathew Tapia,433,8,3195.7700000000004,4,3,3,433,Premium Customer
21032,Matthew Anderson,269,10,5589.92,3,4,4,344,Premium Customer
21034,Matthew Andrade,173,8,4066.2700000000004,3,3,4,334,Premium Customer
21082,Matthew Collins,216,9,3697.08,3,4,3,343,Premium Customer
21086,Matthew Cooper,236,8,4660.33,3,3,4,334,Premium Customer
21097,Matthew Delgado,380,9,3220.2300000000005,4,4,3,443,Premium Customer
21106,Matthew Ewing,249,9,3396.0800000000004,3,4,3,343,Premium Customer
21119,Matthew Gallagher,209,8,5116.16,3,3,4,334,Premium Customer
21122,Matthew Gardner,702,8,4064.4400000000005,4,3,4,434,Premium Customer
21125,Matthew Glover,339,10,4028.5400000000004,4,4,4,444,Premium Customer
21139,Matthew Hancock,154,9,4721.42,3,4,4,344,Premium Customer
21161,Matthew Hutchinson,568,8,4478.15,4,3,4,434,Premium Customer
21162,Matthew Jackson,204,10,4192.77,3,4,4,344,Premium Customer
21163,Matthew Jacobson,311,8,4863.860000000001,4,3,4,434,Premium Customer
21183,Matthew Lee,191,9,4738.049999999999,3,4,4,344,Premium Customer
21185,Matthew Levy,437,10,4011.0999999999995,4,4,4,444,Premium Customer
21204,Matthew Mcdonald,363,8,3749.7200000000003,4,3,3,433,Premium Customer
21223,Matthew Newman,242,10,3032.32,3,4,3,343,Premium Customer
21237,Matthew Petersen,249,9,3956.72,3,4,4,344,Premium Customer
21252,Matthew Reynolds,148,8,3863.76,3,3,3,333,Premium Customer
21261,Matthew Rodriguez,356,9,3274.19,4,4,3,443,Premium Customer
21265,Matthew Roth,386,9,3394.29,4,4,3,443,Premium Customer
21266,Matthew Rowe,149,8,4421.87,3,3,4,334,Premium Customer
21270,Matthew Sanders,406,8,3575.92,4,3,3,433,Premium Customer
21274,Matthew Schwartz,251,11,6834.33,3,4,4,344,Premium Customer
21276,Matthew Shaffer,225,8,3196.27,3,3,3,333,Premium Customer
21280,Matthew Smith,176,10,4402.19,3,4,4,344,Premium Customer
21281,Matthew Smith DVM,158,10,5269.139999999999,3,4,4,344,Premium Customer
21284,Matthew Stein,247,10,4119.3,3,4,4,344,Premium Customer
21287,Matthew Stewart,204,9,3209.5199999999995,3,4,3,343,Premium Customer
21290,Matthew Taylor,367,11,4491.15,4,4,4,444,Premium Customer
21293,Matthew Thompson,329,10,5444.409999999999,4,4,4,444,Premium Customer
21295,Matthew Tucker,176,9,4162.59,3,4,4,344,Premium Customer
21309,Matthew Weber,403,8,3660.5,4,3,3,433,Premium Customer
21326,Maureen Contreras,250,11,5594.189999999999,3,4,4,344,Premium Customer
21332,Maureen Johnson,201,9,4695.72,3,4,4,344,Premium Customer
21333,Maureen Jones,296,8,3194.8,4,3,3,433,Premium Customer
21334,Maureen Mueller,262,9,3373.2,3,4,3,343,Premium Customer
21336,Maureen Singh,151,8,4866.950000000001,3,3,4,334,Premium Customer
21354,Maxwell Gilmore,194,8,4147.719999999999,3,3,4,334,Premium Customer
21357,Maxwell Walker,319,11,6416.840000000001,4,4,4,444,Premium Customer
21358,Maxwell Wilson,228,10,4210.76,3,4,4,344,Premium Customer
21359,Mckenzie Camacho,227,8,4620.45,3,3,4,334,Premium Customer
21363,Mckenzie Nash,244,9,4087.6099999999997,3,4,4,344,Premium Customer
21376,Meagan Wilson,271,9,6091.049999999999,3,4,4,344,Premium Customer
21378,Megan Anderson,609,9,3456.6099999999997,4,4,3,443,Premium Customer
21381,Megan Bates,147,10,4761.66,3,4,4,344,Premium Customer
21384,Megan Berry,237,10,4153.4,3,4,4,344,Premium Customer
21408,Megan Gardner,163,8,5339.79,3,3,4,334,Premium Customer
21411,Megan Graham,257,10,4380.08,3,4,4,344,Premium Customer
21412,Megan Hale,450,8,4179.76,4,3,4,434,Premium Customer
21419,Megan Hernandez,143,12,5215.25,3,4,4,344,Premium Customer
21421,Megan Hill,153,9,3975.15,3,4,4,344,Premium Customer
21431,Megan King,146,9,3573.3,3,4,3,343,Premium Customer
21434,Megan Krueger,217,8,2988.45,3,3,3,333,Premium Customer
21470,Megan Rivera,275,8,3698.63,3,3,3,333,Premium Customer
21500,Megan Wright,156,9,4944.46,3,4,4,344,Premium Customer
21508,Meghan Kim,175,9,3559.13,3,4,3,343,Premium Customer
21519,Meghan Taylor,220,10,4387.030000000001,3,4,4,344,Premium Customer
21521,Meghan Warner,183,8,4748.02,3,3,4,334,Premium Customer
21523,Meghan Wong,309,10,5078.139999999999,4,4,4,444,Premium Customer
21525,Melanie Austin,170,8,3721.9500000000007,3,3,3,333,Premium Customer
21530,Melanie Clark,301,9,4588.710000000001,4,4,4,444,Premium Customer
21534,Melanie Evans,345,9,4040.6300000000006,4,4,4,444,Premium Customer
21554,Melanie Lopez,179,8,3043.36,3,3,3,333,Premium Customer
21577,Melanie Wong,176,9,5167.579999999999,3,4,4,344,Premium Customer
21586,Melinda Hicks,263,8,4760.47,3,3,4,334,Premium Customer
21594,Melinda Nguyen,223,8,4191.65,3,3,4,334,Premium Customer
21605,Melinda Young,182,9,5647.839999999999,3,4,4,344,Premium Customer
21614,Melissa Barnes,178,10,5377.88,3,4,4,344,Premium Customer
21617,Melissa Bennett,246,10,3318.2299999999996,3,4,3,343,Premium Customer
21635,Melissa Coleman,173,8,4872.139999999999,3,3,4,334,Premium Customer
21637,Melissa Colon,306,8,3758.3900000000003,4,3,3,433,Premium Customer
21656,Melissa Flowers,253,9,7463.66,3,4,4,344,Premium Customer
21659,Melissa Fox,163,10,4123.02,3,4,4,344,Premium Customer
21667,Melissa George,144,10,3666.1000000000004,3,4,3,343,Premium Customer
21669,Melissa Gonzales,378,9,3133.45,4,4,3,443,Premium Customer
21675,Melissa Haas,212,8,4420.94,3,3,4,334,Premium Customer
21680,Melissa Harper,220,10,4213.88,3,4,4,344,Premium Customer
21707,Melissa Knapp,144,11,7437.360000000001,3,4,4,344,Premium Customer
21711,Melissa Larson,261,8,4308.93,3,3,4,334,Premium Customer
21714,Melissa Leon,608,8,4435.6,4,3,4,434,Premium Customer
21734,Melissa Melton,253,12,7174.85,3,4,4,344,Premium Customer
21736,Melissa Miranda,225,8,3414.23,3,3,3,333,Premium Customer
21737,Melissa Mitchell,143,8,3916.8200000000006,3,3,4,334,Premium Customer
21745,Melissa Murphy,160,8,4092.84,3,3,4,334,Premium Customer
21755,Melissa Oneill,213,8,4045.7699999999995,3,3,4,334,Premium Customer
21757,Melissa Owens,246,10,5548.299999999999,3,4,4,344,Premium Customer
21761,Melissa Pennington MD,323,9,4037.3300000000004,4,4,4,444,Premium Customer
21762,Melissa Perez,454,9,5360.3,4,4,4,444,Premium Customer
21765,Melissa Peterson,431,12,3827.2099999999996,4,4,3,443,Premium Customer
21782,Melissa Roy,154,8,3180.41,3,3,3,333,Premium Customer
21790,Melissa Shaw,207,8,4868.110000000001,3,3,4,334,Premium Customer
21799,Melissa Summers,317,10,3826.5099999999998,4,4,3,443,Premium Customer
21801,Melissa Taylor,165,8,5156.32,3,3,4,334,Premium Customer
21802,Melissa Terrell,273,8,3812.5499999999997,3,3,3,333,Premium Customer
21813,Melissa Ward,238,8,3969.88,3,3,4,334,Premium Customer
21825,Melody Christensen,253,9,4113.099999999999,3,4,4,344,Premium Customer
21829,Melody Miller,254,12,5173.050000000001,3,4,4,344,Premium Customer
21847,Mercedes Rodriguez,155,8,5156.86,3,3,4,334,Premium Customer
21854,Meredith Cortez,200,10,5057.47,3,4,4,344,Premium Customer
21856,Meredith Galvan,188,8,4759.220000000001,3,3,4,334,Premium Customer
21864,Meredith Moses,250,12,6324.51,3,4,4,344,Premium Customer
21867,Mia Bruce,633,9,5259.16,4,4,4,444,Premium Customer
21872,Michael Acosta,159,8,3192.0,3,3,3,333,Premium Customer
21883,Michael Andrews,325,8,4315.13,4,3,4,434,Premium Customer
21894,Michael Barrett,284,10,5773.860000000001,4,4,4,444,Premium Customer
21901,Michael Benson,245,9,5166.849999999999,3,4,4,344,Premium Customer
21906,Michael Black,208,10,5163.910000000001,3,4,4,344,Premium Customer
21912,Michael Bradley,213,9,4028.6099999999997,3,4,4,344,Premium Customer
21913,Michael Brady,754,10,3953.8199999999997,4,4,4,444,Premium Customer
21916,Michael Briggs,209,11,5056.02,3,4,4,344,Premium Customer
21925,Michael Butler,263,11,2999.1400000000003,3,4,3,343,Premium Customer
21928,Michael Camacho,206,10,5110.960000000001,3,4,4,344,Premium Customer
21955,Michael Cox,238,12,4252.1900000000005,3,4,4,344,Premium Customer
21973,Michael Dillon,230,8,4747.46,3,3,4,334,Premium Customer
21981,Michael Dunlap,232,8,4104.02,3,3,4,334,Premium Customer
21988,Michael English,153,8,3842.2499999999995,3,3,3,333,Premium Customer
21990,Michael Farrell,197,8,4199.219999999999,3,3,4,334,Premium Customer
22021,Michael Goodman,343,9,4557.44,4,4,4,444,Premium Customer
22027,Michael Griffith,441,8,6340.530000000001,4,3,4,434,Premium Customer
22030,Michael Gutierrez,251,8,4257.990000000001,3,3,4,334,Premium Customer
22031,Michael Guzman,315,9,5416.51,4,4,4,444,Premium Customer
22041,Michael Harrison,143,8,3798.4800000000005,3,3,3,333,Premium Customer
22061,Michael Holden,144,8,4505.08,3,3,4,334,Premium Customer
22063,Michael Holloway,190,9,3378.5,3,4,3,343,Premium Customer
22071,Michael Hughes,298,9,6508.23,4,4,4,444,Premium Customer
22077,Michael Huynh,416,8,4008.48,4,3,4,434,Premium Customer
22083,Michael Johnston,201,9,3623.0,3,4,3,343,Premium Customer
22099,Michael Knight,379,8,3772.84,4,3,3,433,Premium Customer
22101,Michael Krueger,144,9,3116.91,3,4,3,343,Premium Customer
22109,Michael Leon,167,11,5401.13,3,4,4,344,Premium Customer
22116,Michael Long,290,11,5348.61,4,4,4,444,Premium Customer
22118,Michael Lozano,236,9,3843.0599999999995,3,4,3,343,Premium Customer
22119,Michael Luna,230,8,3092.9800000000005,3,3,3,333,Premium Customer
22128,Michael Massey,338,10,5360.06,4,4,4,444,Premium Customer
22171,Michael Mosley,156,8,3590.8500000000004,3,3,3,333,Premium Customer
22172,Michael Mueller,180,8,4110.04,3,3,4,334,Premium Customer
22207,Michael Peters,356,9,4031.43,4,4,4,444,Premium Customer
22232,Michael Robertson,267,8,3858.9300000000003,3,3,3,333,Premium Customer
22235,Michael Rogers,153,9,3317.28,3,4,3,343,Premium Customer
22236,Michael Rojas,622,8,3572.42,4,3,3,433,Premium Customer
22244,Michael Ryan,473,9,3700.97,4,4,3,443,Premium Customer
22254,Michael Sellers,230,9,4730.31,3,4,4,344,Premium Customer
22256,Michael Shannon,481,8,4043.42,4,3,4,434,Premium Customer
22276,Michael Stephens,233,9,3898.47,3,4,3,343,Premium Customer
22280,Michael Sutton,199,10,6228.92,3,4,4,344,Premium Customer
22285,Michael Thompson,227,10,4488.03,3,4,4,344,Premium Customer
22290,Michael Tran,631,8,3679.63,4,3,3,433,Premium Customer
22302,Michael Walters,143,9,4558.51,3,4,4,344,Premium Customer
22305,Michael Wang DDS,166,8,4921.77,3,3,4,334,Premium Customer
22314,Michael Weiss,173,10,4074.9399999999996,3,4,4,344,Premium Customer
22319,Michael Wilkerson,212,8,5362.63,3,3,4,334,Premium Customer
22325,Michael Wolfe,255,8,3796.22,3,3,3,333,Premium Customer
22338,Michaela Collins,147,9,3425.5000000000005,3,4,3,343,Premium Customer
22345,Michaela Johnson,238,11,4170.9400000000005,3,4,4,344,Premium Customer
22351,Micheal Bates,340,8,5160.48,4,3,4,434,Premium Customer
22365,Micheal King,158,9,6136.91,3,4,4,344,Premium Customer
22373,Michele Bailey,204,11,4009.31,3,4,4,344,Premium Customer
22379,Michele Cherry,274,9,5336.11,3,4,4,344,Premium Customer
22388,Michele Freeman,241,9,3560.0600000000004,3,4,3,343,Premium Customer
22398,Michele Jackson,152,12,4901.969999999999,3,4,4,344,Premium Customer
22399,Michele Johnson,155,8,3226.16,3,3,3,333,Premium Customer
22406,Michele Mccoy,414,9,4062.58,4,4,4,444,Premium Customer
22410,Michele Phillips,248,8,3272.33,3,3,3,333,Premium Customer
22413,Michele Rhodes,818,9,3459.7300000000005,4,4,3,443,Premium Customer
22430,Michelle Alvarado,295,12,6153.73,4,4,4,444,Premium Customer
22435,Michelle Bailey,412,10,3979.9399999999996,4,4,4,444,Premium Customer
22455,Michelle Caldwell,407,8,4259.62,4,3,4,434,Premium Customer
22459,Michelle Castillo,213,8,3232.8,3,3,3,333,Premium Customer
22470,Michelle Cunningham,146,8,3265.47,3,3,3,333,Premium Customer
22477,Michelle Diaz,250,8,3554.34,3,3,3,333,Premium Customer
22483,Michelle Escobar,388,8,4121.41,4,3,4,434,Premium Customer
22497,Michelle Guzman,315,8,3822.7699999999995,4,3,3,433,Premium Customer
22505,Michelle Hawkins,223,9,4093.14,3,4,4,344,Premium Customer
22509,Michelle Hernandez,244,11,5141.02,3,4,4,344,Premium Customer
22515,Michelle Howard,195,8,3342.49,3,3,3,333,Premium Customer
22534,Michelle Maddox,190,8,3743.99,3,3,3,333,Premium Customer
22536,Michelle Manning,396,9,3103.54,4,4,3,443,Premium Customer
22541,Michelle Mcdonald,143,11,4477.139999999999,3,4,4,344,Premium Customer
22545,Michelle Mcmahon MD,310,8,4262.34,4,3,4,434,Premium Customer
22549,Michelle Meyer,142,11,6307.71,3,4,4,344,Premium Customer
22552,Michelle Miller,213,10,3405.42,3,4,3,343,Premium Customer
22561,Michelle Nguyen,194,10,5842.74,3,4,4,344,Premium Customer
22578,Michelle Phillips,166,9,3167.2,3,4,3,343,Premium Customer
22585,Michelle Reed,253,9,5711.92,3,4,4,344,Premium Customer
22586,Michelle Reeves,625,9,3415.4700000000003,4,4,3,443,Premium Customer
22588,Michelle Reynolds,605,8,4739.610000000001,4,3,4,434,Premium Customer
22593,Michelle Roberts,164,8,5202.63,3,3,4,334,Premium Customer
22601,Michelle Salazar,207,10,4435.42,3,4,4,344,Premium Customer
22614,Michelle Snow,177,8,3906.8100000000004,3,3,3,333,Premium Customer
22617,Michelle Stewart DDS,160,9,3451.61,3,4,3,343,Premium Customer
22626,Michelle Vaughan,215,9,6778.84,3,4,4,344,Premium Customer
22634,Michelle Wells,196,9,4985.4800000000005,3,4,4,344,Premium Customer
22636,Michelle Wilcox,382,8,3406.7,4,3,3,433,Premium Customer
22645,Michelle Young,489,9,3395.98,4,4,3,443,Premium Customer
22648,Miguel Bush,159,8,4039.89,3,3,4,334,Premium Customer
22655,Miguel Harrison,270,8,4596.55,3,3,4,334,Premium Customer
22657,Miguel Holloway,220,9,5019.81,3,4,4,344,Premium Customer
22661,Miguel Keller,198,8,3541.0,3,3,3,333,Premium Customer
22671,Miguel Thomas,268,8,5195.33,3,3,4,334,Premium Customer
22674,Mikayla Johnson,193,8,3446.3599999999997,3,3,3,333,Premium Customer
22694,Mike Jackson,478,9,5761.23,4,4,4,444,Premium Customer
22696,Mike Jones,300,8,3778.79,4,3,3,433,Premium Customer
22705,Mike Stokes,485,8,4387.52,4,3,4,434,Premium Customer
22706,Mike Summers,173,9,4637.4800000000005,3,4,4,344,Premium Customer
22707,Mike Thompson,170,8,3292.2400000000002,3,3,3,333,Premium Customer
22744,Miss Cassidy Pierce,238,9,4857.0,3,4,4,344,Premium Customer
22750,Miss Jennifer Cline,266,8,3412.7,3,3,3,333,Premium Customer
22755,Miss Kelly Fowler,662,8,4464.389999999999,4,3,4,434,Premium Customer
22758,Miss Laurie Smith,174,10,4589.389999999999,3,4,4,344,Premium Customer
22767,Miss Vickie Lewis,261,8,3291.46,3,3,3,333,Premium Customer
22769,Misty Bauer,415,9,5965.91,4,4,4,444,Premium Customer
22783,Misty Mullins,149,9,3211.0,3,4,3,343,Premium Customer
22790,Misty Wallace,269,9,4112.4800000000005,3,4,4,344,Premium Customer
22796,Mitchell Clark,185,8,3870.3099999999995,3,3,3,333,Premium Customer
22799,Mitchell Gregory,354,9,3547.2799999999997,4,4,3,443,Premium Customer
22812,Mitchell Nelson,694,8,4093.91,4,3,4,434,Premium Customer
22822,Mitchell Wilkinson,397,8,4761.289999999999,4,3,4,434,Premium Customer
22827,Molly Carey,295,12,4582.04,4,4,4,444,Premium Customer
22855,Monica Baxter,325,9,4414.49,4,4,4,444,Premium Customer
22862,Monica Burke,232,9,5283.66,3,4,4,344,Premium Customer
22869,Monica Dixon,261,8,4194.96,3,3,4,334,Premium Customer
22873,Monica Ford,184,9,5992.1,3,4,4,344,Premium Customer
22878,Monica Goodman,777,9,7537.52,4,4,4,444,Premium Customer
22886,Monica Hernandez,251,8,3972.25,3,3,4,334,Premium Customer
22887,Monica Hudson,282,9,5841.95,4,4,4,444,Premium Customer
22889,Monica Jackson,652,8,3876.77,4,3,3,433,Premium Customer
22905,Monica Parks,296,8,3277.1099999999997,4,3,3,433,Premium Customer
22909,Monica Pitts,175,9,3067.2899999999995,3,4,3,343,Premium Customer
22913,Monica Schmidt,143,10,5214.36,3,4,4,344,Premium Customer
22921,Monica Watson,197,8,4095.7200000000003,3,3,4,334,Premium Customer
22926,Monica Zimmerman,255,9,4066.7099999999996,3,4,4,344,Premium Customer
22932,Monique Hernandez,169,9,5064.01,3,4,4,344,Premium Customer
22950,Morgan Bailey,157,8,3482.87,3,3,3,333,Premium Customer
22955,Morgan Cobb,218,8,3053.9399999999996,3,3,3,333,Premium Customer
22959,Morgan Evans,154,8,4516.32,3,3,4,334,Premium Customer
